k,seed,top_k,project_id,frequency
500,20260736,10,60246359,1
500,20260736,10,6838921,1
500,20260736,20,11225014,1
500,20260736,20,138754790,1
500,20260736,20,16563587,1
500,20260736,20,166515022,1
500,20260736,20,17165658,1
500,20260736,20,190416463,1
500,20260736,20,197814629,1
500,20260736,20,20587599,1
500,20260736,20,268163609,1
500,20260736,20,302827809,1
500,20260736,20,334274271,1
500,20260736,20,351806852,1
500,20260736,20,358917318,1
500,20260736,20,388946490,1
500,20260736,20,453068084,1
500,20260736,20,507775,1
500,20260736,20,546206616,1
500,20260736,20,60246359,1
500,20260736,20,6838921,1
500,20260736,20,6934395,1
500,20260736,50,105944401,1
500,20260736,50,11008207,1
500,20260736,50,11225014,1
500,20260736,50,114619105,1
500,20260736,50,130688011,1
500,20260736,50,138754790,1
500,20260736,50,150954997,1
500,20260736,50,156018,1
500,20260736,50,16563587,1
500,20260736,50,166515022,1
500,20260736,50,17165658,1
500,20260736,50,190416463,1
500,20260736,50,197814629,1
500,20260736,50,19961085,1
500,20260736,50,20300177,1
500,20260736,50,20587599,1
500,20260736,50,208728772,1
500,20260736,50,23096959,1
500,20260736,50,23357588,1
500,20260736,50,268163609,1
500,20260736,50,302827809,1
500,20260736,50,334274271,1
500,20260736,50,341631350,1
500,20260736,50,34533675,1
500,20260736,50,351806852,1
500,20260736,50,357707809,1
500,20260736,50,358917318,1
500,20260736,50,3786237,1
500,20260736,50,385634291,1
500,20260736,50,388946490,1
500,20260736,50,41986369,1
500,20260736,50,422821402,1
500,20260736,50,453068084,1
500,20260736,50,480217156,1
500,20260736,50,496817075,1
500,20260736,50,49876476,1
500,20260736,50,507775,1
500,20260736,50,51905353,1
500,20260736,50,52855516,1
500,20260736,50,546206616,1
500,20260736,50,60246359,1
500,20260736,50,619008516,1
500,20260736,50,6358188,1
500,20260736,50,6838921,1
500,20260736,50,6934395,1
500,20260736,50,724712,1
500,20260736,50,75425073,1
500,20260736,50,911980,1
500,20260736,50,927442,1
500,20260736,50,9342529,1
500,20260737,10,11225014,1
500,20260737,10,138754790,1
500,20260737,10,16563587,1
500,20260737,10,17165658,1
500,20260737,10,268163609,1
500,20260737,10,334274271,1
500,20260737,10,358917318,1
500,20260737,10,453068084,1
500,20260737,10,507775,1
500,20260737,10,60246359,1
500,20260737,20,11225014,1
500,20260737,20,138754790,1
500,20260737,20,150954997,1
500,20260737,20,156018,1
500,20260737,20,16563587,1
500,20260737,20,166515022,1
500,20260737,20,17165658,1
500,20260737,20,197814629,1
500,20260737,20,268163609,1
500,20260737,20,302827809,1
500,20260737,20,334274271,1
500,20260737,20,358917318,1
500,20260737,20,388946490,1
500,20260737,20,41986369,1
500,20260737,20,453068084,1
500,20260737,20,507775,1
500,20260737,20,60246359,1
500,20260737,20,619008516,1
500,20260737,20,6838921,1
500,20260737,20,6934395,1
500,20260737,50,105944401,1
500,20260737,50,11008207,1
500,20260737,50,11225014,1
500,20260737,50,114619105,1
500,20260737,50,130688011,1
500,20260737,50,138754790,1
500,20260737,50,150954997,1
500,20260737,50,156018,1
500,20260737,50,16563587,1
500,20260737,50,166515022,1
500,20260737,50,17165658,1
500,20260737,50,190416463,1
500,20260737,50,197814629,1
500,20260737,50,198683574,1
500,20260737,50,19961085,1
500,20260737,50,208728772,1
500,20260737,50,23096959,1
500,20260737,50,23357588,1
500,20260737,50,268163609,1
500,20260737,50,302827809,1
500,20260737,50,30449481,1
500,20260737,50,334274271,1
500,20260737,50,351806852,1
500,20260737,50,357707809,1
500,20260737,50,358917318,1
500,20260737,50,3786237,1
500,20260737,50,385634291,1
500,20260737,50,388946490,1
500,20260737,50,41986369,1
500,20260737,50,422821402,1
500,20260737,50,44781140,1
500,20260737,50,453068084,1
500,20260737,50,480217156,1
500,20260737,50,49876476,1
500,20260737,50,507775,1
500,20260737,50,510607652,1
500,20260737,50,51905353,1
500,20260737,50,52855516,1
500,20260737,50,5349565,1
500,20260737,50,546206616,1
500,20260737,50,60246359,1
500,20260737,50,619008516,1
500,20260737,50,6358188,1
500,20260737,50,660776503,1
500,20260737,50,6838921,1
500,20260737,50,6934395,1
500,20260737,50,75425073,1
500,20260737,50,911980,1
500,20260737,50,927442,1
500,20260737,50,9342529,1
500,20260738,10,11225014,1
500,20260738,10,138754790,1
500,20260738,10,16563587,1
500,20260738,10,166515022,1
500,20260738,10,17165658,1
500,20260738,10,334274271,1
500,20260738,10,358917318,1
500,20260738,10,453068084,1
500,20260738,10,507775,1
500,20260738,10,60246359,1
500,20260738,20,11225014,1
500,20260738,20,130688011,1
500,20260738,20,138754790,1
500,20260738,20,156018,1
500,20260738,20,16563587,1
500,20260738,20,166515022,1
500,20260738,20,17165658,1
500,20260738,20,190416463,1
500,20260738,20,197814629,1
500,20260738,20,268163609,1
500,20260738,20,302827809,1
500,20260738,20,334274271,1
500,20260738,20,358917318,1
500,20260738,20,41986369,1
500,20260738,20,453068084,1
500,20260738,20,507775,1
500,20260738,20,60246359,1
500,20260738,20,619008516,1
500,20260738,20,6838921,1
500,20260738,20,6934395,1
500,20260738,50,105944401,1
500,20260738,50,11008207,1
500,20260738,50,11225014,1
500,20260738,50,114619105,1
500,20260738,50,130688011,1
500,20260738,50,138754790,1
500,20260738,50,150954997,1
500,20260738,50,156018,1
500,20260738,50,16563587,1
500,20260738,50,166515022,1
500,20260738,50,17165658,1
500,20260738,50,190416463,1
500,20260738,50,197814629,1
500,20260738,50,19961085,1
500,20260738,50,20300177,1
500,20260738,50,20587599,1
500,20260738,50,208728772,1
500,20260738,50,23096959,1
500,20260738,50,23357588,1
500,20260738,50,268163609,1
500,20260738,50,302827809,1
500,20260738,50,30449481,1
500,20260738,50,334274271,1
500,20260738,50,339993112,1
500,20260738,50,341631350,1
500,20260738,50,351806852,1
500,20260738,50,358917318,1
500,20260738,50,3786237,1
500,20260738,50,385634291,1
500,20260738,50,388946490,1
500,20260738,50,41986369,1
500,20260738,50,422821402,1
500,20260738,50,453068084,1
500,20260738,50,480217156,1
500,20260738,50,496817075,1
500,20260738,50,49876476,1
500,20260738,50,507775,1
500,20260738,50,51905353,1
500,20260738,50,52855516,1
500,20260738,50,5349565,1
500,20260738,50,546206616,1
500,20260738,50,60246359,1
500,20260738,50,619008516,1
500,20260738,50,6358188,1
500,20260738,50,6838921,1
500,20260738,50,6934395,1
500,20260738,50,7437073,1
500,20260738,50,75425073,1
500,20260738,50,927442,1
500,20260738,50,9342529,1
500,20260739,10,11225014,1
500,20260739,10,138754790,1
500,20260739,10,16563587,1
500,20260739,10,166515022,1
500,20260739,10,17165658,1
500,20260739,10,334274271,1
500,20260739,10,358917318,1
500,20260739,10,453068084,1
500,20260739,10,507775,1
500,20260739,10,60246359,1
500,20260739,20,11225014,1
500,20260739,20,138754790,1
500,20260739,20,156018,1
500,20260739,20,16563587,1
500,20260739,20,166515022,1
500,20260739,20,17165658,1
500,20260739,20,190416463,1
500,20260739,20,197814629,1
500,20260739,20,208728772,1
500,20260739,20,268163609,1
500,20260739,20,334274271,1
500,20260739,20,351806852,1
500,20260739,20,358917318,1
500,20260739,20,41986369,1
500,20260739,20,453068084,1
500,20260739,20,49876476,1
500,20260739,20,507775,1
500,20260739,20,60246359,1
500,20260739,20,6838921,1
500,20260739,20,6934395,1
500,20260739,50,105944401,1
500,20260739,50,11008207,1
500,20260739,50,11225014,1
500,20260739,50,114619105,1
500,20260739,50,11695619,1
500,20260739,50,130688011,1
500,20260739,50,138754790,1
500,20260739,50,150954997,1
500,20260739,50,156018,1
500,20260739,50,16563587,1
500,20260739,50,166515022,1
500,20260739,50,17165658,1
500,20260739,50,190416463,1
500,20260739,50,197814629,1
500,20260739,50,198683574,1
500,20260739,50,19961085,1
500,20260739,50,20300177,1
500,20260739,50,20587599,1
500,20260739,50,208728772,1
500,20260739,50,23096959,1
500,20260739,50,23357588,1
500,20260739,50,268163609,1
500,20260739,50,302827809,1
500,20260739,50,30449481,1
500,20260739,50,334274271,1
500,20260739,50,341631350,1
500,20260739,50,34533675,1
500,20260739,50,351806852,1
500,20260739,50,358917318,1
500,20260739,50,3786237,1
500,20260739,50,385634291,1
500,20260739,50,388946490,1
500,20260739,50,41986369,1
500,20260739,50,453068084,1
500,20260739,50,480217156,1
500,20260739,50,49876476,1
500,20260739,50,507775,1
500,20260739,50,51905353,1
500,20260739,50,52855516,1
500,20260739,50,5349565,1
500,20260739,50,60246359,1
500,20260739,50,619008516,1
500,20260739,50,6358188,1
500,20260739,50,660776503,1
500,20260739,50,6838921,1
500,20260739,50,6934395,1
500,20260739,50,75425073,1
500,20260739,50,911980,1
500,20260739,50,927442,1
500,20260739,50,9342529,1
500,20260740,10,11225014,1
500,20260740,10,138754790,1
500,20260740,10,16563587,1
500,20260740,10,17165658,1
500,20260740,10,268163609,1
500,20260740,10,334274271,1
500,20260740,10,453068084,1
500,20260740,10,507775,1
500,20260740,10,60246359,1
500,20260740,10,6838921,1
500,20260740,20,11225014,1
500,20260740,20,114619105,1
500,20260740,20,138754790,1
500,20260740,20,156018,1
500,20260740,20,16563587,1
500,20260740,20,166515022,1
500,20260740,20,17165658,1
500,20260740,20,197814629,1
500,20260740,20,268163609,1
500,20260740,20,302827809,1
500,20260740,20,334274271,1
500,20260740,20,358917318,1
500,20260740,20,41986369,1
500,20260740,20,453068084,1
500,20260740,20,49876476,1
500,20260740,20,507775,1
500,20260740,20,60246359,1
500,20260740,20,6838921,1
500,20260740,20,6934395,1
500,20260740,20,75425073,1
500,20260740,50,105944401,1
500,20260740,50,11008207,1
500,20260740,50,11225014,1
500,20260740,50,114619105,1
500,20260740,50,11695619,1
500,20260740,50,130688011,1
500,20260740,50,138754790,1
500,20260740,50,150954997,1
500,20260740,50,156018,1
500,20260740,50,16563587,1
500,20260740,50,166515022,1
500,20260740,50,17165658,1
500,20260740,50,190416463,1
500,20260740,50,197814629,1
500,20260740,50,19961085,1
500,20260740,50,20300177,1
500,20260740,50,20587599,1
500,20260740,50,208728772,1
500,20260740,50,23096959,1
500,20260740,50,23357588,1
500,20260740,50,268163609,1
500,20260740,50,302827809,1
500,20260740,50,30449481,1
500,20260740,50,334274271,1
500,20260740,50,341631350,1
500,20260740,50,351806852,1
500,20260740,50,357707809,1
500,20260740,50,358917318,1
500,20260740,50,3786237,1
500,20260740,50,385634291,1
500,20260740,50,388946490,1
500,20260740,50,396856161,1
500,20260740,50,41986369,1
500,20260740,50,422821402,1
500,20260740,50,453068084,1
500,20260740,50,480217156,1
500,20260740,50,49876476,1
500,20260740,50,507775,1
500,20260740,50,51905353,1
500,20260740,50,52855516,1
500,20260740,50,546206616,1
500,20260740,50,60246359,1
500,20260740,50,619008516,1
500,20260740,50,6358188,1
500,20260740,50,6838921,1
500,20260740,50,6934395,1
500,20260740,50,75425073,1
500,20260740,50,927442,1
500,20260740,50,9342529,1
500,20260740,50,99919302,1
500,20260741,10,11225014,1
500,20260741,10,138754790,1
500,20260741,10,16563587,1
500,20260741,10,17165658,1
500,20260741,10,334274271,1
500,20260741,10,358917318,1
500,20260741,10,453068084,1
500,20260741,10,507775,1
500,20260741,10,60246359,1
500,20260741,10,6838921,1
500,20260741,20,11225014,1
500,20260741,20,138754790,1
500,20260741,20,156018,1
500,20260741,20,16563587,1
500,20260741,20,166515022,1
500,20260741,20,17165658,1
500,20260741,20,190416463,1
500,20260741,20,197814629,1
500,20260741,20,208728772,1
500,20260741,20,268163609,1
500,20260741,20,302827809,1
500,20260741,20,334274271,1
500,20260741,20,358917318,1
500,20260741,20,453068084,1
500,20260741,20,49876476,1
500,20260741,20,507775,1
500,20260741,20,60246359,1
500,20260741,20,619008516,1
500,20260741,20,6838921,1
500,20260741,20,6934395,1
500,20260741,50,105944401,1
500,20260741,50,11008207,1
500,20260741,50,11225014,1
500,20260741,50,114619105,1
500,20260741,50,130688011,1
500,20260741,50,138754790,1
500,20260741,50,150954997,1
500,20260741,50,156018,1
500,20260741,50,16563587,1
500,20260741,50,166515022,1
500,20260741,50,17165658,1
500,20260741,50,190416463,1
500,20260741,50,197814629,1
500,20260741,50,198683574,1
500,20260741,50,19961085,1
500,20260741,50,20300177,1
500,20260741,50,20587599,1
500,20260741,50,208728772,1
500,20260741,50,23096959,1
500,20260741,50,23357588,1
500,20260741,50,268163609,1
500,20260741,50,302827809,1
500,20260741,50,30449481,1
500,20260741,50,334274271,1
500,20260741,50,351806852,1
500,20260741,50,358917318,1
500,20260741,50,3786237,1
500,20260741,50,385634291,1
500,20260741,50,388946490,1
500,20260741,50,41986369,1
500,20260741,50,422821402,1
500,20260741,50,453068084,1
500,20260741,50,480217156,1
500,20260741,50,49876476,1
500,20260741,50,507775,1
500,20260741,50,510607652,1
500,20260741,50,51905353,1
500,20260741,50,52855516,1
500,20260741,50,5349565,1
500,20260741,50,546206616,1
500,20260741,50,60246359,1
500,20260741,50,619008516,1
500,20260741,50,6358188,1
500,20260741,50,6838921,1
500,20260741,50,6934395,1
500,20260741,50,75425073,1
500,20260741,50,927442,1
500,20260741,50,9342529,1
500,20260741,50,95614931,1
500,20260741,50,99919302,1
500,20260742,10,11225014,1
500,20260742,10,138754790,1
500,20260742,10,16563587,1
500,20260742,10,17165658,1
500,20260742,10,334274271,1
500,20260742,10,358917318,1
500,20260742,10,453068084,1
500,20260742,10,507775,1
500,20260742,10,60246359,1
500,20260742,10,6838921,1
500,20260742,20,11225014,1
500,20260742,20,138754790,1
500,20260742,20,156018,1
500,20260742,20,16563587,1
500,20260742,20,166515022,1
500,20260742,20,17165658,1
500,20260742,20,190416463,1
500,20260742,20,197814629,1
500,20260742,20,268163609,1
500,20260742,20,334274271,1
500,20260742,20,351806852,1
500,20260742,20,358917318,1
500,20260742,20,385634291,1
500,20260742,20,388946490,1
500,20260742,20,41986369,1
500,20260742,20,453068084,1
500,20260742,20,507775,1
500,20260742,20,60246359,1
500,20260742,20,6838921,1
500,20260742,20,6934395,1
500,20260742,50,11008207,1
500,20260742,50,11225014,1
500,20260742,50,114619105,1
500,20260742,50,11695619,1
500,20260742,50,130688011,1
500,20260742,50,138754790,1
500,20260742,50,150954997,1
500,20260742,50,156018,1
500,20260742,50,16563587,1
500,20260742,50,166515022,1
500,20260742,50,17165658,1
500,20260742,50,190416463,1
500,20260742,50,197814629,1
500,20260742,50,19961085,1
500,20260742,50,20300177,1
500,20260742,50,20587599,1
500,20260742,50,208728772,1
500,20260742,50,23096959,1
500,20260742,50,23357588,1
500,20260742,50,268163609,1
500,20260742,50,302827809,1
500,20260742,50,30449481,1
500,20260742,50,334274271,1
500,20260742,50,341631350,1
500,20260742,50,351806852,1
500,20260742,50,358917318,1
500,20260742,50,3786237,1
500,20260742,50,385634291,1
500,20260742,50,388946490,1
500,20260742,50,41986369,1
500,20260742,50,422821402,1
500,20260742,50,453068084,1
500,20260742,50,480217156,1
500,20260742,50,48833910,1
500,20260742,50,49876476,1
500,20260742,50,507775,1
500,20260742,50,51905353,1
500,20260742,50,52855516,1
500,20260742,50,546206616,1
500,20260742,50,60246359,1
500,20260742,50,619008516,1
500,20260742,50,6358188,1
500,20260742,50,6838921,1
500,20260742,50,6934395,1
500,20260742,50,75425073,1
500,20260742,50,911980,1
500,20260742,50,927442,1
500,20260742,50,9342529,1
500,20260742,50,95614931,1
500,20260742,50,95817032,1
500,20260743,10,11225014,1
500,20260743,10,138754790,1
500,20260743,10,16563587,1
500,20260743,10,166515022,1
500,20260743,10,17165658,1
500,20260743,10,334274271,1
500,20260743,10,358917318,1
500,20260743,10,453068084,1
500,20260743,10,507775,1
500,20260743,10,60246359,1
500,20260743,20,11225014,1
500,20260743,20,138754790,1
500,20260743,20,156018,1
500,20260743,20,16563587,1
500,20260743,20,166515022,1
500,20260743,20,17165658,1
500,20260743,20,190416463,1
500,20260743,20,197814629,1
500,20260743,20,208728772,1
500,20260743,20,268163609,1
500,20260743,20,302827809,1
500,20260743,20,334274271,1
500,20260743,20,358917318,1
500,20260743,20,388946490,1
500,20260743,20,453068084,1
500,20260743,20,480217156,1
500,20260743,20,507775,1
500,20260743,20,60246359,1
500,20260743,20,6838921,1
500,20260743,20,6934395,1
500,20260743,50,105944401,1
500,20260743,50,11008207,1
500,20260743,50,11225014,1
500,20260743,50,114619105,1
500,20260743,50,130688011,1
500,20260743,50,138754790,1
500,20260743,50,150954997,1
500,20260743,50,156018,1
500,20260743,50,16563587,1
500,20260743,50,166515022,1
500,20260743,50,17165658,1
500,20260743,50,190416463,1
500,20260743,50,197814629,1
500,20260743,50,198683574,1
500,20260743,50,19961085,1
500,20260743,50,20300177,1
500,20260743,50,20587599,1
500,20260743,50,208728772,1
500,20260743,50,23096959,1
500,20260743,50,23357588,1
500,20260743,50,268163609,1
500,20260743,50,302827809,1
500,20260743,50,30449481,1
500,20260743,50,334274271,1
500,20260743,50,341631350,1
500,20260743,50,351806852,1
500,20260743,50,358917318,1
500,20260743,50,3786237,1
500,20260743,50,385634291,1
500,20260743,50,388946490,1
500,20260743,50,41986369,1
500,20260743,50,422821402,1
500,20260743,50,453068084,1
500,20260743,50,480217156,1
500,20260743,50,49412556,1
500,20260743,50,49876476,1
500,20260743,50,507775,1
500,20260743,50,51905353,1
500,20260743,50,52855516,1
500,20260743,50,546206616,1
500,20260743,50,60246359,1
500,20260743,50,619008516,1
500,20260743,50,6358188,1
500,20260743,50,660776503,1
500,20260743,50,6838921,1
500,20260743,50,6934395,1
500,20260743,50,75425073,1
500,20260743,50,77385607,1
500,20260743,50,927442,1
500,20260743,50,95614931,1
500,20260744,10,11225014,1
500,20260744,10,138754790,1
500,20260744,10,16563587,1
500,20260744,10,166515022,1
500,20260744,10,17165658,1
500,20260744,10,334274271,1
500,20260744,10,358917318,1
500,20260744,10,453068084,1
500,20260744,10,60246359,1
500,20260744,10,6838921,1
500,20260744,20,11225014,1
500,20260744,20,138754790,1
500,20260744,20,156018,1
500,20260744,20,16563587,1
500,20260744,20,166515022,1
500,20260744,20,17165658,1
500,20260744,20,190416463,1
500,20260744,20,197814629,1
500,20260744,20,208728772,1
500,20260744,20,268163609,1
500,20260744,20,302827809,1
500,20260744,20,334274271,1
500,20260744,20,358917318,1
500,20260744,20,388946490,1
500,20260744,20,453068084,1
500,20260744,20,507775,1
500,20260744,20,60246359,1
500,20260744,20,619008516,1
500,20260744,20,6838921,1
500,20260744,20,6934395,1
500,20260744,50,105944401,1
500,20260744,50,11225014,1
500,20260744,50,114619105,1
500,20260744,50,130688011,1
500,20260744,50,13124802,1
500,20260744,50,138754790,1
500,20260744,50,150954997,1
500,20260744,50,156018,1
500,20260744,50,16563587,1
500,20260744,50,166515022,1
500,20260744,50,17165658,1
500,20260744,50,190416463,1
500,20260744,50,197814629,1
500,20260744,50,19961085,1
500,20260744,50,20300177,1
500,20260744,50,20587599,1
500,20260744,50,208728772,1
500,20260744,50,23096959,1
500,20260744,50,23357588,1
500,20260744,50,268163609,1
500,20260744,50,302827809,1
500,20260744,50,30449481,1
500,20260744,50,334274271,1
500,20260744,50,341631350,1
500,20260744,50,351806852,1
500,20260744,50,358917318,1
500,20260744,50,3786237,1
500,20260744,50,385634291,1
500,20260744,50,388946490,1
500,20260744,50,41986369,1
500,20260744,50,422821402,1
500,20260744,50,453068084,1
500,20260744,50,480217156,1
500,20260744,50,48833910,1
500,20260744,50,49876476,1
500,20260744,50,507775,1
500,20260744,50,51905353,1
500,20260744,50,52855516,1
500,20260744,50,5349565,1
500,20260744,50,546206616,1
500,20260744,50,60246359,1
500,20260744,50,619008516,1
500,20260744,50,6358188,1
500,20260744,50,6838921,1
500,20260744,50,6934395,1
500,20260744,50,7437073,1
500,20260744,50,75425073,1
500,20260744,50,911980,1
500,20260744,50,927442,1
500,20260744,50,95614931,1
500,20260745,10,11225014,1
500,20260745,10,138754790,1
500,20260745,10,16563587,1
500,20260745,10,166515022,1
500,20260745,10,17165658,1
500,20260745,10,334274271,1
500,20260745,10,358917318,1
500,20260745,10,453068084,1
500,20260745,10,507775,1
500,20260745,10,60246359,1
500,20260745,20,11225014,1
500,20260745,20,138754790,1
500,20260745,20,156018,1
500,20260745,20,16563587,1
500,20260745,20,166515022,1
500,20260745,20,17165658,1
500,20260745,20,197814629,1
500,20260745,20,208728772,1
500,20260745,20,268163609,1
500,20260745,20,334274271,1
500,20260745,20,341631350,1
500,20260745,20,351806852,1
500,20260745,20,358917318,1
500,20260745,20,41986369,1
500,20260745,20,453068084,1
500,20260745,20,480217156,1
500,20260745,20,507775,1
500,20260745,20,60246359,1
500,20260745,20,6838921,1
500,20260745,20,6934395,1
500,20260745,50,105944401,1
500,20260745,50,11008207,1
500,20260745,50,11225014,1
500,20260745,50,114619105,1
500,20260745,50,130688011,1
500,20260745,50,138754790,1
500,20260745,50,150954997,1
500,20260745,50,156018,1
500,20260745,50,16563587,1
500,20260745,50,166515022,1
500,20260745,50,17165658,1
500,20260745,50,190416463,1
500,20260745,50,197814629,1
500,20260745,50,198683574,1
500,20260745,50,19961085,1
500,20260745,50,20300177,1
500,20260745,50,208728772,1
500,20260745,50,23096959,1
500,20260745,50,23357588,1
500,20260745,50,268163609,1
500,20260745,50,302827809,1
500,20260745,50,30449481,1
500,20260745,50,334274271,1
500,20260745,50,341631350,1
500,20260745,50,351806852,1
500,20260745,50,357707809,1
500,20260745,50,358917318,1
500,20260745,50,3786237,1
500,20260745,50,385634291,1
500,20260745,50,388946490,1
500,20260745,50,41986369,1
500,20260745,50,422821402,1
500,20260745,50,453068084,1
500,20260745,50,480217156,1
500,20260745,50,49876476,1
500,20260745,50,507775,1
500,20260745,50,51905353,1
500,20260745,50,52855516,1
500,20260745,50,542714,1
500,20260745,50,546206616,1
500,20260745,50,60246359,1
500,20260745,50,619008516,1
500,20260745,50,6358188,1
500,20260745,50,660776503,1
500,20260745,50,6838921,1
500,20260745,50,6934395,1
500,20260745,50,75425073,1
500,20260745,50,911980,1
500,20260745,50,927442,1
500,20260745,50,9342529,1
500,20260746,10,11225014,1
500,20260746,10,138754790,1
500,20260746,10,16563587,1
500,20260746,10,166515022,1
500,20260746,10,17165658,1
500,20260746,10,268163609,1
500,20260746,10,334274271,1
500,20260746,10,453068084,1
500,20260746,10,507775,1
500,20260746,10,60246359,1
500,20260746,20,11225014,1
500,20260746,20,138754790,1
500,20260746,20,156018,1
500,20260746,20,16563587,1
500,20260746,20,166515022,1
500,20260746,20,17165658,1
500,20260746,20,197814629,1
500,20260746,20,268163609,1
500,20260746,20,302827809,1
500,20260746,20,334274271,1
500,20260746,20,358917318,1
500,20260746,20,388946490,1
500,20260746,20,41986369,1
500,20260746,20,453068084,1
500,20260746,20,49876476,1
500,20260746,20,507775,1
500,20260746,20,60246359,1
500,20260746,20,6838921,1
500,20260746,20,6934395,1
500,20260746,20,75425073,1
500,20260746,50,105944401,1
500,20260746,50,11008207,1
500,20260746,50,11225014,1
500,20260746,50,114619105,1
500,20260746,50,11695619,1
500,20260746,50,130688011,1
500,20260746,50,138754790,1
500,20260746,50,150954997,1
500,20260746,50,156018,1
500,20260746,50,16563587,1
500,20260746,50,166515022,1
500,20260746,50,17165658,1
500,20260746,50,190416463,1
500,20260746,50,197814629,1
500,20260746,50,19961085,1
500,20260746,50,20300177,1
500,20260746,50,208728772,1
500,20260746,50,23096959,1
500,20260746,50,23357588,1
500,20260746,50,268163609,1
500,20260746,50,302827809,1
500,20260746,50,334274271,1
500,20260746,50,351806852,1
500,20260746,50,357707809,1
500,20260746,50,358917318,1
500,20260746,50,3786237,1
500,20260746,50,385634291,1
500,20260746,50,388946490,1
500,20260746,50,41986369,1
500,20260746,50,453068084,1
500,20260746,50,480217156,1
500,20260746,50,49876476,1
500,20260746,50,507775,1
500,20260746,50,510607652,1
500,20260746,50,51905353,1
500,20260746,50,52855516,1
500,20260746,50,5349565,1
500,20260746,50,546206616,1
500,20260746,50,60246359,1
500,20260746,50,619008516,1
500,20260746,50,6358188,1
500,20260746,50,660776503,1
500,20260746,50,6838921,1
500,20260746,50,6934395,1
500,20260746,50,7437073,1
500,20260746,50,75425073,1
500,20260746,50,911980,1
500,20260746,50,927442,1
500,20260746,50,9342529,1
500,20260746,50,99919302,1
500,20260747,10,11225014,1
500,20260747,10,138754790,1
500,20260747,10,16563587,1
500,20260747,10,17165658,1
500,20260747,10,197814629,1
500,20260747,10,334274271,1
500,20260747,10,358917318,1
500,20260747,10,453068084,1
500,20260747,10,60246359,1
500,20260747,10,6838921,1
500,20260747,20,11225014,1
500,20260747,20,138754790,1
500,20260747,20,156018,1
500,20260747,20,16563587,1
500,20260747,20,166515022,1
500,20260747,20,17165658,1
500,20260747,20,190416463,1
500,20260747,20,197814629,1
500,20260747,20,208728772,1
500,20260747,20,268163609,1
500,20260747,20,334274271,1
500,20260747,20,358917318,1
500,20260747,20,388946490,1
500,20260747,20,41986369,1
500,20260747,20,453068084,1
500,20260747,20,480217156,1
500,20260747,20,507775,1
500,20260747,20,60246359,1
500,20260747,20,6838921,1
500,20260747,20,6934395,1
500,20260747,50,105944401,1
500,20260747,50,11008207,1
500,20260747,50,11225014,1
500,20260747,50,114619105,1
500,20260747,50,130688011,1
500,20260747,50,138754790,1
500,20260747,50,150954997,1
500,20260747,50,156018,1
500,20260747,50,16563587,1
500,20260747,50,166515022,1
500,20260747,50,17165658,1
500,20260747,50,190416463,1
500,20260747,50,197814629,1
500,20260747,50,198683574,1
500,20260747,50,19961085,1
500,20260747,50,20300177,1
500,20260747,50,208728772,1
500,20260747,50,23096959,1
500,20260747,50,23357588,1
500,20260747,50,268163609,1
500,20260747,50,302827809,1
500,20260747,50,30449481,1
500,20260747,50,334274271,1
500,20260747,50,341631350,1
500,20260747,50,351806852,1
500,20260747,50,358917318,1
500,20260747,50,3786237,1
500,20260747,50,385634291,1
500,20260747,50,388946490,1
500,20260747,50,41986369,1
500,20260747,50,453068084,1
500,20260747,50,480217156,1
500,20260747,50,48833910,1
500,20260747,50,496817075,1
500,20260747,50,49876476,1
500,20260747,50,507775,1
500,20260747,50,51905353,1
500,20260747,50,52855516,1
500,20260747,50,60246359,1
500,20260747,50,619008516,1
500,20260747,50,6358188,1
500,20260747,50,660776503,1
500,20260747,50,6838921,1
500,20260747,50,6934395,1
500,20260747,50,7437073,1
500,20260747,50,75425073,1
500,20260747,50,77385607,1
500,20260747,50,911980,1
500,20260747,50,927442,1
500,20260747,50,9342529,1
500,20260748,10,11225014,1
500,20260748,10,138754790,1
500,20260748,10,16563587,1
500,20260748,10,166515022,1
500,20260748,10,17165658,1
500,20260748,10,334274271,1
500,20260748,10,358917318,1
500,20260748,10,453068084,1
500,20260748,10,507775,1
500,20260748,10,60246359,1
500,20260748,20,11225014,1
500,20260748,20,130688011,1
500,20260748,20,138754790,1
500,20260748,20,156018,1
500,20260748,20,16563587,1
500,20260748,20,166515022,1
500,20260748,20,17165658,1
500,20260748,20,190416463,1
500,20260748,20,197814629,1
500,20260748,20,268163609,1
500,20260748,20,334274271,1
500,20260748,20,358917318,1
500,20260748,20,388946490,1
500,20260748,20,41986369,1
500,20260748,20,453068084,1
500,20260748,20,480217156,1
500,20260748,20,507775,1
500,20260748,20,60246359,1
500,20260748,20,6838921,1
500,20260748,20,6934395,1
500,20260748,50,105944401,1
500,20260748,50,11008207,1
500,20260748,50,11225014,1
500,20260748,50,114619105,1
500,20260748,50,130688011,1
500,20260748,50,138754790,1
500,20260748,50,150954997,1
500,20260748,50,156018,1
500,20260748,50,16563587,1
500,20260748,50,166515022,1
500,20260748,50,17165658,1
500,20260748,50,190416463,1
500,20260748,50,197814629,1
500,20260748,50,198683574,1
500,20260748,50,19961085,1
500,20260748,50,20300177,1
500,20260748,50,20587599,1
500,20260748,50,208728772,1
500,20260748,50,23096959,1
500,20260748,50,23357588,1
500,20260748,50,268163609,1
500,20260748,50,302827809,1
